ردیف,پرسش,پاسخ
11,چه بیمه هایی پوشش بیماری کرونا را دارند؟,در حال حاضر طرح های متعددی با پوشش کرونا با سقف تعهدات متفاوت و بسته به کشور مقصد موجود است .برای پرداخت هزینه های کووید یا باید کارت واکسن 2 دوز را داشته باشند و از آخرین تزریق هم 15 روز باید گذشته باشد در غیر این صورت ارائه تست PCR تا 72 ساعت قبل از خروج از کشور الزامی است. بدیهی است در صورت مثبت بودن تست پوشش فوق خارج  تعهدات بیمه گر می باشد. و دوره انتظار بدون ارائه مدارک اعلام شده 14 روز می باشد
12,برای کودکان تا چه سنی تست PCR جهت بیمه های مسافرتی با پوشش کرونا الزامی است ؟,برای کودکان تا 5 سال (البته ممکن است قانون ایرلاین متفاوت باشد)
13,منظور از پوشش انتقال پیام های فوری و همچنین ارائه نشانی مراکز درمانی، داروخانه ها، پزشکان به بیمه شده در خارج از کشور در بیمه نامه ها چیست؟,این پوشش به این معنی میباشد که شخص در کشور مقصد نیاز به مرکز پزشکی ،بیمارستان و ...  دارد  با شماره ی کمک رسان مندرج در بیمه نامه تماس میگیرد و کمک رسان به ایشان مرکز معرفی میکند 
14,ارسال وجه الضمان و ارسال پول نقد در بیمه های مسافرتی به چه صورت است؟,این پوشش ها  در حال حاضر انجام نمیشود برای زمانیکه نرخ ارز ثابت بود انجام میشد.
15,منظور از پوشش جبران هزینه‌های ناشی از کنسلی بلیط هواپیما یا کنسلی هتل محل اقامت به دلیل مثبت شدن تست PCR بیمه شده حداکثر 3 روز قبل از عزیمت به سفر( این هزینه به صورت ما به تفاوت هزینه دریافتی از شرکت هواپیمایی و گردشگری با ارا‌ئه مدارک اخذ شده از شرکت های مذکور قابل دریافت می باشد)چیست؟,در حال حاضر اگر کشوری ارائه تست pcr را در بدو ورود الزامی بداند اگر شخص علائم داشته باشد و تستش مثبت شود شرکت هواپیمایی بابت بلیط و هتل هزینه ای پرداخت میکند که در این صورت واحد خسارت بیمه مسافرتی سامان از آژانس مربوطه درخواست نامه ای میکند که چقدر به شخص پرداخت شده است و مابه التفاوت مبلغ پرداختی با توجه به سقف پوشش به ایشان پرداخت میکردد.  
16,منظور از عدم پرداخت فرانشیز 25 یورو در موارد اورژانسی و ناشی از حادثه و یا بستری شدن در بیمارستان بیش از 24 ساعت جیست؟,اگر موارد بیمارستانی و بستری بیشتر از 24 ساعت و اورژانسی و ناشی از حادثه برای شخص اتفاق بیفتد ظرف مدت 10 روز با  شماره ی کمک رسان تماس بگیرد که به ایشان مرکز معرفی شود و ایشان هزینه پرداخت نکنند.
17,در بیمه های مسافرتی اگر از بستری شخص بیمه شده بیشتر از 10 روز بگذرد و در کشور مقصد تنها باشد (همراه نداشته باشد)چه مواردی تحت پوشش است؟,هزینه ی بلیط یکی از اعضای درجه ی یک خانواده ی شخص که حتما ساکن ایران باشد (به این معنی که هزینه ی اعضای خانواده اش که در کشور دیگری ساکن هستند پرداخت نمیشود)و هزینه ی اقامت روزی 60 یورو تا 15 روز از سقف مورد نظر پرداخت میگردد.
18,منظور از پوشش:پرداخت هزینه بازگشت غیر منتظره بیمه شده به دلیل مسائل حاد پزشکی و یا فوت بستگان درجه اول و بلافصل در صورتیکه نتواند از بلیط اصلی برای بازگشت استفاده نماید. بستگان درجه اول:پدر و مادر ،خواهر و برادر بستگان بلافصل:همسر و فرزندان,اگر یکی از اعضای بلافصل و بستگان درجه اول بیمه شده در طول مدتی که ایشان در سفر است فوت کند یا به علت مسائل حاد پزشکی لازم باشد شخص به ایران بازگردد فقط بلیط بازگشت به ایشان پرداخت میگردد.
19,منظور از پوشش:مشاوره حقوقی و پرداخت هزینه دعوی بیمه شده در صورتی که بر طبق قانون مدنی کشور مربوطه تحت پیگرد باشد. چیست؟,در صورتی که بیمه شده در کشور مقصد قوانین مدنی و قوانین شهروندی (مثل قوانین راهنمایی رانندگی آن کشور و ...)را رعایت نکند و عمل ایشان منجر به گرفتن وکیل شود هزینه هارا خودش پرداخت می نماید و بعد از بازگشت به ایران از طریق واحد خسارت با نقش حقوقی بیمه ی سامان ارتباط میگرد جهت بررسی و پرداخت خسارت*نکته*موارد جنایی و درگیری و زد و خورد تحت پوشش نمی باشد .
20,برای پوشش قرنطینه  در هتل در بیمه های مسافرتی که این پوشش را دارند کمک رسان هتل یا اقامتگاه معرفی میکند؟,خیر-کشور مقصد اعلام میکند که بیمه شده به کدام هتل مراجعه کند و شخص با ارایه ی فیش و رسیدهای پرداختی جهت اقامت در هتل برای جبران خسارت اقدام می نماید.
21,شخصی که خارج از ایران واکسیناسیون انجام داده آیا برای دریافت خسارت مورد قبول می باشد؟,هر گونه کارت واکسیناسیون معتبر و دارای QR CODE برای پرداخت خسارت بیمه مسافرتی مورد قبول می باشد.
22,آیا خدمات CIPفرودگاهی برای بیمه های مسافرتی ارائه  می شود؟,خدمات CIP فرودگاهی قبلا بروی بیمه های مسافرتی ارائه  می شد اما در حال حاضر همچین پوششی وجود ندارد و این پوشش منقضی شده است.
23,جهت خسارت سفر داخلی(حوادث انفرادی یا گروهی)شخص چه اقدامی انحام دهد؟,"در صورتیکه شخص بیمه شده از طریق تور و یا آژانس به شکل گروهی بابت سفر داخلی بیمه شده باشند (بیمه حوادث و یا مسئولیت گروهی) و یا اگر دارای بیمه نامه حوادث انفرادی می باشند با شماره 8943 تماس گرفته که موردشان بررسی شود.
"
مهر بیمه مسافرتی,,
1,آیا برای درج مهر اصل پاسپورت نیاز می باشد یا فقط بیمه نامه کفایت می کند؟,برای زدن مهر بیمه نامه به تنهایی کافی می باشد.
2,آیا همه بیمه نامه ها حتی بیمه نامه های خرید اینترنتی باید مهر بیمه سامان را داشته باشد؟,بیمه نامه هایی که برای کشورهای اطراف مثل ترکیه دوبی ارمنستان تایلندو... صادر میشود نیازی به مهر ندارد و اگر هم اینترنتی صادر شود بدون مهر دارای اعتبار میباشد ولی کشورهایی مثل حوزه شنگن که بیمه نامه را برای گرفتن ویزا باید جزو مدارک به سفارت ارائه دهند ترجیحا حتی بعد از خرید  با اینکه بیمه نامه از نظر شرکت بیمه معتبر میباشد بهتر است ممهور شود به این علت که سفارت حوزه شنگن طی نامه اعلام کرده که بیمه نامه ها مهر بیمه داشته باشند البته باز هم به موضوع سفر، سفارت بستگی دارد . اگر شخص آنلاین از سامان دایرکت خریده باشد به شعبه مرکزی می توانند مراجعه حضوری داشته باشند.
ابطال بیمه مسافرتی,,
1,در چه صورت می توان بیمه نامه را ابطال کرد و چه مدارکی نیاز است؟,در صورت عدم صدور ویزا و یا انصراف از سفر پس از اتمام زمان ویزا (با ارائه پاسپورت . یا نامه ریجکت سفارت)و در کشورهایی که نیاز به ویزا ندارند با ارائه ی پاسپورت،به صورت کلی ارائه پاسپورت،نامه از سفارت،شماره حساب بانکی بنام فرد بیمه شده و نام و نام خانوادگی کامل فرد مورد نیاز است و از طریق واحد صدور خود درخواست ابطال می دهند.
2,برای ابطال به کجا مراجعه نمایند؟,باید به محلی که بیمه نامه صادر شده است مراجعه کنند(آژانس، نماینده، بانک و دفتر مرکزی بسته به اینکه محل صدور کجا بوده است)و بیمه نامه هایی که به صورت آنلاین یا از ویزامتریک صادر شده اند می بایست به دفتر مرکزی سامان تماس گیرند مدارک اعلام شود و موردشان بررسی شود.
3,تا چه زمانی برای ابطال بیمه نامه میتوان اقدام کرد؟اعتبار بیمه نامه های مسافرتی به چه صورت است؟,برای بیمه نامه های با مدت کمتر از 6ماه حداکثر تا 6 ماه پس از صدور بیمه نامه و برای بیمه نامه های 6ماهه و یکساله حداکثر تا 12ماه پس از صدور بیمه نامه مهلت ابطال و یا استفاده را دارند.
4,در صورتی که بیمه نامه ابطال شود آیا مبلغی کسر خواهد شد؟,طبق استعلام از واحد صدور برخی از آژانس ها ممکن است درصدی را کسر کنند -اگر آژانسی درصدی از مبلغ را کسر کرد جهت پیگیری و بررسی با شماره 8943 تماس بگیرند مورد بررسی شود.
5,در صورت ابطال بیمه مسافرتی وجه عودتی به حساب چه شخصی واریز می گردد؟,وجه عودتی به حساب بیمه شده عودت داده می شود.
مدارک خسارت بیمه مسافرتی,,
1,چه مدارکی جهت باز پرداخت خسارت لازم است؟,نامه پزشک یا گزارش بیمارستان، فاکتورهای پرداختی، بیمه نامه،کپی پاسپورت صفحه هویت و صفحاتی که مهر خروج و ورود در آن درج شده و درخواست کتبی شرح ماوقع بدهند چه اتفاقی افتاده و درخواست بدهد پول را به شماره شبای آنها واریز کنیم.
2,چه مدارکی در صورت تاخیر چمدان برای پرداخت خسارت لازم است؟,تاخیر بیشتر از 12 ساعت-چمدان و ساکی تحت پوشش است که حتما تگ check inخورده باشد،در 48 ساعت اولیه شخص باید خریدهای  ضروری اولیه مثل پوشاک ،خوراک را انجام دهد و حتما رسید خریدهای ضروری را نگه دارد(اگر خرید های ضروری را انجام ندهد به ایشان خسارتی تعلق نمیگیرید)،نامه از ایرلاین؛نامه از فرودگاه و رسیدهای پرداختی جهت پرداخت خسارت الزامی میباشد.اگردر بازه ی زمانی 21 روزه چمدان پیدا شود تاخیر تلقی میشود و از سقف تاخیر چمدان بر اساس رسیدهای هزینه ی ضروری پرداخت میشود.(در ضمن تاخیر تحویل بار فقط در صورتی پرداخت میشود که چمدان در مسیر رفت دیر تحویل داده شود)
3,چه مدارکی در صورت تاخیر هواپیما برای پرداخت خسارت لازم است؟,تاخیر بیش از 6 ساعت،نامه ی هواپیمایی،بلیط، رسید هزینه های ضروری شامل رسید مربوط به حمل و نقل و اقامت هتل تا مبلغ مندرج، بیمه نامه و پاسپورت
4,چه مدارکی در صورت گم شدن چمدان برای پرداخت خسارت لازم است؟,در صورت تاخیر بیش از 21 روز بار گم شده تلقی می شود و به ازای هرکیلوی چمدان 20 یورو پرداخت میگردد تا سقف مندرج در بیمه نامه محاسبه میگردد
5,برای بازگردادن جسد به ایران چه مدارکی لازم است؟,در وهله ی اول حتما با کمک رسان تماس بگیرد چون کمک رسان با شرکت های حمل جسد قرارداد دارد و مبلغ مناسب تری برای شخص بسته میشود تا اینکه خودشان بخواهند با شرکتهای حمل جسد هماهنگ کنند/گواهی فوت،علت فوت،پرونده ی بیمارستانی،فاکتورهای آماده سازی جسدو نامه ی مهمور از سفارتخانه الزامی میباشد.
6,پوشش های جدیدی که به بیمه های مسافرتی اضافه شده است مثل پوشش آتش سوزی منزل مسکونی و شکست موبایل آیا لازم است  قبل از سفر مدارکی به بیمه سامان ارایه دهند؟,خیر نیازی نیست-در صورت خسارت مدارک از ایشان درخواست می گردد.
ردیف,سوال,پاسخ
1, بیمه کیفیت محصول سامان چیست؟,"این بیمه 2 جنبه دارد
1- ارزش جایگزینی محصول را بدهیم
2-اگر محصول خراب شود و به شخص ثالث صدمه بزند خسارت بپردازیم.
محصولی که بیمه کیفیت میشود باید ویژگی های ذیل را داشته باشد
1-محصول باید ساخت داخل باشد
2-سازمان استاندارد کیفیت تایید کرده باشد
3-محصول منحصر به فرد باشد
بطور مثال در و پنجره ای که هولوگرام خاصی رویش هک شده باشد
در کل چون این بیمه ریسک و پراکندگی بالایی برای شرکت دارد چندان مورد استقبال شرکت نیست
"
2,برای دریافت نرخ وشرایط چه اقدامی از سوی متقاضی بیمه لازم است,فرم پیشنهاد تکمیل شده و تحویل به نمایندگی یا یکی از شعب شرکت
3,پرسشنامه برای دریافت نرخ و شرایط توسط چه کسی بایستی تکمیل گردد,شخص متقاضی بیمه 
4,مبنای محاسبه حق بیمه در بیمه نامه ساختمانی ,متراژواقعی پروژه و جمع نهائی تعهدات درخواستی 
5,مبنای محاسبه حق بیمه در بیمه نامه صنعتی بازرگانی و عمرانی ,ضریب نیروی کارنوع فعالیت و جمع نهائی تعهدات درخواستی
6,مبنای محاسبه حق بیمه در بیمه نامه کارفرمای ثالث ابنیه ,کارشناسی و ارزیابی
7,قاعده نسبی چیست؟,در صورتیکه اطلاعات صحیح پروژه از جمله متراژ و نفرات و سایر عوامل موثر  در تعیین حق بیمه صحیح اعلام نشود به هنگام بررسی خسارت به همان نسبت خسارت کاهش خواهد یافت
8,مهلت اعلام حادثه  چندروز است؟,5روز
9,درصورت عدم پرداخت حق بیمه به موقع طبق اعلام بدهکار هنگام وقوع خسارت چه رفتاری صورت خواهد گرفت,به همان میزان خسارت کاهش خواهد یافت
10,مطالبه تامین اجتماعی یعنی چه؟,درصورت فوت یا نقص عضو دائم و جزئی مبلغ درخواستی از سوی سازمان تامین اجتماعی تاسقف تعهد
11,مفهوم دیه دوم مازاد بردیه اول برای چه مواردی کاربر دارد,برای مواردی که نقص عضو بیش از یک دیه منجر شود
12,پوشش بدون رای دادگاه یعنی چه؟,پرداخت خسارت پس از احراز حادثه ناشی از کار توسط بیمه گر و کارشناسی انجام شده توسط وی پرداخت میگردد.
13,ارزیابی ریسک بیمه نامه ثالث ابنیه,براساس بازدید میدانی از املاک مجاور و سرمایه مورد درخواست تعیین میگردد
14,آیا خسارت به اتباع بیگانه پرداخت میگردد,فقط با مجوز کارو اقامت
15,خسارت کارگر زیاندیده زیر 15سال پرداخت میگردد,خیر
16,در با شگاههای ورزشی علاوه بر مسئولیت مدیر و مالک مسئولیت چه کسانی تحت پوشش است,مربیان با کارت و گواهی های مورد تائید فدراسیون و سازمان تربیت بدنی
17,در بیمه نامه مسئولیت مهدکودکها مسئولیت کارکنان و مربیان نیز تحت پوشش میباشد,بله
18,در بیمه نامه مسئولیت آسانسور مسئولیت چه کسانی تحت پوشش است,"سازنده,نصاب,مالک"
19,در مسئولیت پزشکان حق بیمه بر چه اساس تعیین میشود,گروه پزشکی و سرمایه
20,برای چه مشاغلی بیمه نامه عمرانی خریداری میگردد,راهسازی -پل سازی-ساخت ورزشگاه-پارکینگ طبقاتی-ساخت پالایشگاه اسکله سازی-حفرتونل-مترو-سدسازی-پروژه فاضلاب-نیروگاه-فرودگاه به طورکلی پروژه هایی که جهت عمران و آبادانی اجرا میگردند.
21,برای مشاغل بیمه نامه صنعتی خریداری میگردد,کارخانجات -مشاغل صنعتی-دامداری-مزارع-فروشندگی-اداری-تولیدی
22,خریداران بیمه نامه مسئولیت حرفه ای چه کسانی هستند,"افرادی که ممکن است در اثر حرفه آنان خساراتی به اشخاص ثالث وارد آید مثل مهندسان ,پزشکان ,پیراپزشکان آرایشگران و سردفترداران و...."
23,کارفرما کیست؟ ,شخصی است که کارگران را استخدام و متعهد پرداخت حقوق و مزایای ایشان است
24,مدارک مورد نیاز جهت پرداخت خسارت منجربه نقص عضو بدون رای دادگاه:,"فرم اعلام حادثه
تصویرفرم پیشنهادبیمه نامه(پرسشنامه)
تصویربيمه نامه صادره"
,,فرم اعلام حادثه
,,تصویرفرم پیشنهادبیمه نامه(پرسشنامه)
,,تصویربيمه نامه صادره.
,,الحاقیه/الحاقیه های صادره.
,,نامه درخواست مدارک و یا عدم تعهد.
,,تصویر مدارک شناسائی زيانديده.
,,تصویرقراردادکار 
,,تصویر لیست تامين اجتماعی بهمراه رسید دریافت دیسکت مربوط به ماه وقوع حادثه.
,,تصویربرابربا اصل مدارک درمانی
,,درخواست کتبی بيمه گذار مبنی بر رسیدگی به خسارت بدون رای دادگاه.
,,تصویربرابربا اصل گزارش بازرس کارویا گزارش کارشناس رسمی دادگستری رشته حوادث ناشی از کارطرف قرارداد با شرکت
,,تصویربرابربا اصل گزارش پزشکی قانونی و یا گزارش متخصص پزشکی قانونی معتمد شرکت و یاگزارش معاینه یا بازخوانی مدارک بیمارستانی مصدوم توسط پزشک معتمد متخصص قانونی طرف قرارداد با شرکت همراه با اظهار نظر پزشکی وی و تعیین میزان درصد نقص عضو،ارش و دیه متعلقه به مصدوم.
,,سایر مدارک مورد نیاز حسب نظر مدیریت بيمه های مسئولیت.
,,اصل رضایت محضری اخذ شده از زیاندیده.
25,مدارک مورد نیاز جهت پرداخت خسارت منجربه نقص عضو با رای دادگاه,تصویرفرم پیشنهادبیمه نامه(پرسشنامه)
,,تصویربيمه نامه صادره.
,,الحاقیه/الحاقیه های صادره.
,,گزارش کلانتری بهمراه صورتجلسه.
,,گزارش اورژانس.
,,نامه درخواست مدارک و یا عدم تعهد.
,,تصویر مدارک شناسائی زيانديده.
,,تصویرقراردادکارفی مابین متوفی با بیمه گذار(کارفرما)جهت اثبات رابطه کاری بین کارفرما و کارگر یا استشهاد محلی مبنی بر اشتغال متوفی در محیط کارکارفرمادر زمان وقوع حادثه .
,,تصویر لیست تامين اجتماعی بهمراه رسید دریافت دیسکت مربوط به ماه وقوع حادثه(برای کارفرما عمرانی و بازرگانی)
,,تصویر جوازساخت(برای کارفرما ساختمانی)
,,تصویربرابربا اصل مدارک بيمارستانی
,,تصویر برابر با اصل شکوائیه ذینفع.
,, تصویر برابر با اصل دفاعیه بيمه گذار.
,,تصویربرابربا اصل گزارش بازرس کارویا کارشناس رسمی دادگستری و درصورت لزوم گزارش هیئت سه نفره،پنج نفره و یا بیشتر.
,,تصویربرابربا اصل گزارش پزشکی قانونی .
,, تصویربرابربا اصل رای دادگاه.
,,سایر مدارک مورد نیاز حسب نظر مدیریت بيمه های مسئولیت.
,,اصل رضایت محضری اخذ شده از زیاندیده(درصورت پرداخت خسارت به زيانديده).
,,شماره حساب اجرای احکام(در صورت واریز وجه خسارت به حساب دادگاه).
,,تصویر فیش واریزی به حساب دادگاه(در صورت واریز وجه خسارت به حساب دادگاه).                                 
,,فرم اعلام حادثه
26,مدارک مورد نیاز جهت پرداخت خسارت منجربه فوت بدون رای دادگاه,
,,فرم اعلام حادثه(ثبت شده در دفتر اندیکاتور)
,,تصویرفرم پیشنهادبیمه نامه(پرسشنامه)
,,تصویربيمه نامه صادره.
,,الحاقیه/الحاقیه های صادره.
,,گزارش کلانتری بهمراه صورتجلسه.
,,گزارش اورژانس.
,,نامه درخواست مدارک و یا عدم تعهد.
,,تصویربرابربااصل مدارک شناسائی متوفی و وراث قانونی متوفی.
,,تصویرقراردادکارفی مابین متوفی با بیمه گذار(کارفرما)جهت اثبات رابطه کاری بین کارفرما و کارگر یا استشهاد محلی مبنی بر اشتغال متوفی در محیط کارکارفرمادر زمان وقوع حادثه .
,,تصویر لیست تامين اجتماعی بهمراه رسید دریافت دیسکت مربوط به ماه وقوع حادثه(برای کارفرما عمرانی و بازرگانی)
,,تصویر جوازساخت(برای کارفرما ساختمانی)
,,تصویربرابربا اصل مدارک بيمارستانی ( درصورت وجود)
,, تصویربرابربا اصل گزارش بازرس کارویا گزارش کارشناس رسمی دادگستری رشته حوادث ناشی از کار
,,تصویربرابربا اصل گزارش معاینه جسد
,,تصویربرابربا اصل گواهی وفات.
,, تصویربرابربا اصل جواز دفن.
,,تصویر گواهی انحصار وراثت نامحدود.
,,سایر مدارک مورد نیاز حسب نظر مدیریت بيمه های مسئولیت.
27,مدارک مورد نیاز جهت پرداخت خسارت منجربه فوت با رای دادگاه,تصویرفرم پیشنهادبیمه نامه(پرسشنامه)
,,تصویربيمه نامه صادره.
,,الحاقیه/الحاقیه های صادره.
,,گزارش کلانتری بهمراه صورتجلسه.
,,گزارش اورژانس.
,,نامه درخواست مدارک و یا عدم تعهد.
,,تصویربرابربااصل مدارک شناسائی متوفی و وراث قانونی متوفی.
,,تصویرقراردادکارفی مابین متوفی با بیمه گذار(کارفرما)جهت اثبات رابطه کاری بین کارفرما و کارگر یا استشهاد محلی مبنی بر اشتغال متوفی در محیط کارکارفرمادر زمان وقوع حادثه .
,,تصویر لیست تامين اجتماعی بهمراه رسید دریافت دیسکت مربوط به ماه وقوع حادثه(برای کارفرما عمرانی و بازرگانی)
,,تصویر جوازساخت(برای کارفرما ساختمانی)
,,تصویربرابربا اصل مدارک بيمارستانی ( درصورت وجود)
,, تصویربرابربااصل شکوائیه وراث متوفی.
,, تصویربرابربا اصل دفاعیه بيمه گذار.
,, تصویربرابربا اصل گزارش مقامات انتظامی(تحقیقات و بازجوئی).
,, تصویربرابربا اصل گزارش بازرس کارویا کارشناس رسمی دادگستری و درصورت لزوم گزارش هیئت سه نفره،پنج نفره و یا بیشتر.
,, تصویربرابربا اصل گزارش معاینه جسد
,,تصویربرابربا اصل گواهی وفات.
,, تصویربرابربا اصل جواز دفن.
,, تصویربرابربا اصل رای دادگاه.
,,تصویر گواهی انحصار وراثت نامحدود در صورت تاديه خسارت در وجه وراث متوفی.
,, اصل رضایتنامه محضری اخذ شده از ورثه متوفی (درصورت تاديه خسارت در وجه ایشان).
,, شماره حساب اجرای احکام.
,,سایر مدارک مورد نیاز حسب نظر مدیریت بيمه های مسئولیت.
,,تصویر فیش واریزی به حساب دادگاه.                                         
,,فرم اعلام حادثه(ثبت شده در دفتر اندیکاتور)
28,مدارک مورد نیاز جهت رسیدگی به خسارت پزشکان و پیراپزشکان ,
,,فرم اعلام حادثه
,,تصویرفرم پیشنهادبیمه نامه(پرسشنامه)
,,تصویربيمه نامه صادره.
,,الحاقیه/الحاقیه های صادره.
,,تصویر برابر با اصل اولین برگه اخطاریه به بیمه گذار.
,,نامه درخواست مدارک و یا عدم تعهد.
,,تصویر مدارک شناسائی زيانديده ویا متوفی.
,,تصویربرابربا اصل مدارک بيمارستانی.
,,تصویر برابر با اصل شکوائیه ذینفع.
,, تصویر برابر با اصل دفاعیه بيمه گذار.
,,تصویربرابربا اصل گزارش کمیسیون تخصصی پزشکی قانونی.
,, تصویربرابربا اصل رای دادگاه.
,,سایر مدارک مورد نیاز حسب نظر مدیریت بيمه های مسئولیت.
,, فرم صورت محاسبه خسارت تاييدشده توسط بالاترین مقام براساس حدود اختیارات تعیین شده و موردتاييد هیئت مدیره شرکت.
,, حواله خسارت با امضاء کارشناس و رئیس شعبه.
,, شماره حساب اجرای احکام(در صورت واریز وجه خسارت به حساب دادگاه).
,, تصویر فیش واریزی به حساب دادگاه(در صورت واریز وجه خسارت به حساب دادگاه).                                        
29,مدارک مورد نیاز جهت خسارت سازندگان ابنیه در قبال اشخاص ثالث ,طبق هماهنگی با کارشناس شعبه